userId,movieId,tag,date_str
62,128360,tension building,2018-05-12 06:48:00
62,128360,violent,2018-05-12 06:48:32
62,128360,western,2018-05-12 06:48:19
62,135133,dystopia,2018-05-07 04:11:20
62,135133,jennifer lawrence,2018-05-07 04:11:24
62,135133,love story,2018-05-07 04:11:27
62,135133,nonsense,2018-05-07 04:11:28
62,135133,politics,2018-05-07 04:11:39
62,135133,rebellion,2018-05-07 04:11:23
62,135133,revolution,2018-05-07 04:11:21
62,135518,ben kingsley,2018-07-02 02:56:05
62,135518,ethics,2018-07-02 02:55:46
62,135518,immortality,2018-07-02 02:55:43
62,135518,ryan reynolds,2018-07-02 02:55:52
62,135536,bad story,2018-05-06 05:18:10
62,135536,bad writing,2018-05-06 05:18:04
62,135536,batman,2018-05-06 05:17:57
62,135536,ben affleck,2018-05-06 05:18:26
62,135536,comic book,2018-05-06 05:18:12
62,135536,dc comics,2018-05-06 05:18:00
62,135536,good soundtrack,2018-05-06 05:18:09
62,135536,harley quinn,2018-05-06 05:17:59
62,135536,harley quinn's ass,2018-05-06 05:18:14
62,135536,horrible directing,2018-05-06 05:18:19
62,135536,jared leto,2018-05-06 05:17:52
62,135536,joker,2018-05-06 05:17:54
62,135536,lack of plot,2018-05-06 05:17:49
62,135536,margot robbie,2018-05-06 05:17:53
62,135536,poor story,2018-05-06 05:18:07
62,135536,poorly paced,2018-05-06 05:18:03
62,135536,superhero,2018-05-06 05:18:23
62,135536,visually appealing,2018-05-06 05:18:29
62,135536,will smith,2018-05-06 05:17:56
62,136864,action,2018-05-06 05:20:42
62,136864,batman,2018-05-06 05:20:11
62,136864,ben affleck,2018-05-06 05:20:23
62,136864,dark,2018-05-06 05:20:27
62,136864,dc comics,2018-05-06 05:20:25
62,136864,gal gadot,2018-05-06 05:20:40
62,136864,superhero,2018-05-06 05:20:43
62,136864,superman,2018-05-06 05:20:13
62,136864,wonderwoman,2018-05-06 05:20:33
62,139385,leonardo dicarpio,2018-05-12 06:50:25
62,139385,survival,2018-05-12 06:50:19
62,139385,tom hardy,2018-05-12 06:50:29
62,139385,visually appealing,2018-05-12 06:50:38
62,158966,building a family,2018-05-12 06:05:53
62,158966,creative,2018-05-12 06:05:41
62,158966,freedom,2018-05-12 06:05:39
62,158966,good writing,2018-05-12 06:05:50
62,158966,individualism,2018-05-12 06:05:44
62,158966,viggo mortensen,2018-05-12 06:05:42
62,168248,action,2018-06-05 06:44:55
62,168248,dark hero,2018-06-05 06:44:51
62,168248,gun tactics,2018-06-05 06:44:47
62,168248,hitman,2018-06-05 06:44:53
62,168248,keanu reeves,2018-06-05 06:44:44
62,168248,organized crime,2018-06-05 06:44:49
62,168248,secret society,2018-06-05 06:44:42
62,174053,dystopia,2018-05-07 04:09:01
62,174053,future,2018-05-07 04:09:03
62,174053,interesting,2018-05-07 04:09:06
62,174053,jon hamm,2018-05-07 04:09:44
62,174053,thought provoking,2018-05-07 04:09:04
62,179401,action,2018-06-14 08:02:18
62,179401,comedy,2018-06-14 08:02:14
62,179401,dwayne johnson,2018-06-14 08:02:20
62,179401,funny,2018-06-14 08:02:16
62,183611,comedy,2018-05-14 04:51:29
62,183611,funny,2018-05-14 04:51:28
62,183611,rachel mcadams,2018-05-14 04:51:49
62,184471,adventure,2018-06-03 19:21:40
62,184471,alicia vikander,2018-06-03 19:21:54
62,184471,video game adaptation,2018-06-03 19:21:38
62,187593,josh brolin,2018-05-26 02:48:16
62,187593,ryan reynolds,2018-05-26 02:48:12
62,187593,sarcasm,2018-05-26 02:48:10
62,187595,emilia clarke,2018-06-14 08:02:40
62,187595,star wars,2018-06-14 08:02:32
63,260,classic,2015-09-26 00:48:18
63,260,space action,2015-09-26 00:48:30
76,260,action,2015-08-10 08:13:14
76,260,sci-fi,2015-08-10 08:13:08
103,260,epic,2015-05-18 21:05:12
103,260,great soundtrack,2015-05-18 21:05:37
103,296,good dialogue,2015-05-18 21:09:15
103,296,great soundtrack,2015-05-18 21:09:15
103,296,non-linear,2015-05-18 21:09:15
106,4896,everything you want is here,2016-07-04 01:29:04
106,106489,adventure,2016-07-04 01:29:39
112,260,classic sci-fi,2015-09-18 08:21:22
112,260,engrossing adventure,2015-09-18 08:21:13
112,260,epic,2015-09-18 08:21:06
119,260,classic,2015-07-04 00:55:30
119,260,nerd,2015-07-04 00:55:20
119,101142,animation,2015-07-11 05:17:47
119,101142,funny,2015-07-11 05:17:47
119,101142,stone age,2015-07-11 05:17:47
119,115149,action,2015-07-25 02:39:03
119,115149,killer,2015-07-25 02:39:03
119,115149,widows/widowers,2015-07-25 02:39:03
119,115617,animation,2015-07-04 01:34:50
119,115617,kids,2015-07-04 01:34:50
119,115617,robots,2015-07-04 01:34:50
119,120635,action,2015-08-01 22:28:26
119,120635,murder,2015-08-01 22:28:26
119,120635,police,2015-08-01 22:28:26
125,1726,kevin costner,2016-09-22 02:41:57
125,1726,post apocalyptic,2016-09-22 02:42:00
125,2387,dark comedy,2016-09-20 22:37:05
125,2387,dark humor,2016-09-20 22:37:03
125,3052,irreverent,2016-09-23 08:54:32
125,3052,jay and silent bob,2016-09-23 08:53:24
125,3052,kevin smith,2016-09-23 08:53:20
125,3052,satire,2016-09-23 08:53:17
125,5088,irreverent,2016-09-23 08:56:47
125,7022,based on a book,2016-09-20 22:29:09
125,7022,bloody,2016-09-20 22:29:15
125,7022,brutal,2016-09-20 22:26:52
125,7022,controversial,2016-09-20 22:30:12
125,7022,dystopia,2016-09-20 22:29:39
125,7022,goretastic,2016-09-20 22:29:46
125,7022,satire,2016-09-20 22:28:59
125,7022,social commentary,2016-09-20 22:29:48
125,7022,survival,2016-09-20 22:26:49
125,7022,violence,2016-09-20 22:29:05
125,7254,alternate reality,2016-09-20 22:24:01
125,7254,sci-fi,2016-09-20 22:24:08
125,7254,science fiction,2016-09-20 22:24:15
125,7254,time travel,2016-09-20 22:23:59
125,8957,brutal,2016-09-20 22:33:21
125,8957,clever,2016-09-20 22:33:39
125,8957,disturbing,2016-09-20 22:33:35
125,8957,great ending,2016-09-20 22:33:07
125,8957,mindfuck,2016-09-20 22:33:02
125,8957,surprise ending,2016-09-20 22:32:53
125,8957,suspense,2016-09-20 22:33:14
125,9010,cruel characters,2016-09-20 22:25:29
125,42632,brutality,2016-09-20 22:24:52
125,58301,dark humor,2016-09-20 22:26:01
125,60950,threesome,2016-09-23 08:50:17
125,62434,seth rogen,2016-09-23 09:01:16
125,62434,sexual humor,2016-09-23 09:01:13
125,67695,seth rogen,2016-09-20 22:35:23
125,100083,embarassing scenes,2016-09-20 21:11:15
125,100083,offensive,2016-09-20 21:11:00
125,100083,r language,2016-09-20 21:10:35
125,100083,sarcasm,2016-09-20 21:10:15
125,100083,satire,2016-09-20 22:31:41
125,156371,80's,2016-09-21 22:55:00
125,158872,crude humor,2016-09-20 22:33:55
125,158872,mindfuck,2016-09-20 22:34:47
125,158872,sarcasm,2016-09-20 22:34:13
125,158872,satire,2016-09-20 22:34:07
125,158872,vulgar,2016-09-20 22:35:00
132,3556,sofia coppola,2006-11-10 16:40:16
132,6323,john cusack,2006-10-26 02:14:01
132,6367,ewan mcgregor,2006-10-26 02:11:25
132,6367,renee zellweger,2006-10-26 02:12:31
138,59103,jackie chan,2008-09-29 16:19:54
138,59103,kung fu,2008-09-29 16:20:05
161,52287,something for everyone in this one... saw it without and plan on seeing it with kids!,2007-04-14 05:14:21
166,293,assassin,2007-09-03 07:08:04
166,293,jean reno,2007-09-03 07:08:07
166,54286,assassin,2007-09-03 07:08:39
166,54286,assassin-in-training (scene),2007-09-03 07:08:37
166,54286,espionage,2007-09-03 07:08:35
166,54286,robert ludlum,2007-09-03 07:08:44
167,104,test tag,2006-08-05 03:14:32
177,115617,feel-good,2015-06-29 04:37:56
177,115617,fun family movie,2015-06-29 04:37:56
177,115617,very funny,2015-06-29 04:37:56
184,2579,black and white,2018-09-16 18:38:27
184,2579,christopher nolan,2018-09-16 18:38:46
184,2579,directorial debut,2018-09-16 18:38:43
184,2579,mindfuck,2018-09-16 18:39:35
184,2579,not linear,2018-09-16 18:38:38
184,2579,twist ending,2018-09-16 18:38:29
184,3793,action,2018-09-16 18:39:41
184,3793,comic book,2018-09-16 18:39:19
184,3793,hugh jackman,2018-09-16 18:39:30
184,3793,marvel,2018-09-16 18:39:26
184,3793,superhero,2018-09-16 18:39:14
184,4226,dark,2018-09-16 18:40:53
184,4226,mindfuck,2018-09-16 18:41:04
184,4226,nonlinear,2018-09-16 18:40:45
184,4226,psychology,2018-09-16 18:40:48
184,4226,twist ending,2018-09-16 18:40:47
184,4896,alan rickman,2018-09-16 18:42:56
184,4896,harry potter,2018-09-16 18:42:24
184,4896,humorous,2018-09-16 18:42:30
184,4896,magic,2018-09-16 18:42:10
184,5388,atmospheric,2018-09-16 18:44:40
184,5388,insomnia,2018-09-16 18:44:48
184,5388,thought-provoking,2018-09-16 18:44:45
184,6283,amazing artwork,2018-09-16 18:41:46
184,6283,anime,2018-09-16 18:41:27
184,6283,sci-fi,2018-09-16 18:41:43
184,27156,anime,2018-09-16 18:37:41
184,27156,end of the world,2018-09-16 18:37:49
184,27156,epic,2018-09-16 18:37:50
184,27156,mecha,2018-09-16 18:37:58
184,27156,psychology,2018-09-16 18:37:43
184,193565,anime,2018-09-16 19:49:42
184,193565,comedy,2018-09-16 19:49:47
184,193565,gintama,2018-09-16 19:50:03
184,193565,remaster,2018-09-16 19:49:52
193,260,classic sci-fi,2015-07-03 01:09:00
193,260,space action,2015-07-03 01:09:15
193,260,space epic,2015-07-03 01:09:10
193,4878,atmospheric,2015-07-03 01:12:30
193,4878,cult film,2015-07-03 01:12:11
193,4878,dreamlike,2015-07-03 01:12:19
193,4878,hallucinatory,2015-07-03 01:12:24
193,4878,psychological,2015-07-03 01:12:27
193,4878,surreal,2015-07-03 01:12:08
193,4878,time travel,2015-07-03 01:12:15
193,7147,dreamlike,2015-07-03 01:10:17
193,7147,sentimental,2015-07-03 01:10:38
193,7147,surreal,2015-07-03 01:10:20
193,7147,tim burton,2015-07-03 01:10:24
193,7361,alternate reality,2015-07-03 01:12:48
193,7361,memory,2015-07-03 01:12:51
193,7361,thought-provoking,2015-07-03 01:12:43
193,97938,cinematography,2015-07-03 01:11:41
193,97938,india,2015-07-03 01:11:32
193,97938,surreal,2015-07-03 01:11:16
205,260,oldie but goodie,2018-03-01 18:11:41
205,260,sci-fi,2018-03-01 18:11:18
205,260,star wars,2018-03-01 18:11:48
226,6938,big wave,2006-10-13 03:29:22
226,6938,surfing,2006-10-13 03:29:22
226,48780,ummarti2006,2006-10-23 22:57:15
256,126548,funny,2015-11-15 04:23:12
256,126548,high school,2015-11-15 04:22:55
274,68319,comic book,2009-05-08 14:02:57
288,7020,notable nudity,2006-06-22 22:54:37
289,3,moldy,2006-03-27 10:01:00
289,3,old,2006-03-27 10:01:00
289,527,moving,2006-03-27 10:01:35
289,1101,predictable,2006-03-27 10:00:46
291,50872,a clever chef rat,2016-01-18 01:25:51
291,50872,inspirational,2016-01-18 01:25:59
291,102007,animation,2016-01-19 00:37:27
291,118696,hope,2016-01-19 00:37:59
300,6711,atmospheric,2015-03-03 11:12:23
305,4034,drugs,2016-05-11 06:35:21
305,4995,mathematics,2016-05-28 17:46:23
305,6502,zombies,2018-05-02 23:19:19
305,6953,depressing,2016-05-05 05:40:32
305,8641,stupid,2018-03-11 02:37:58
305,34405,predictable,2018-03-06 05:22:01
305,55721,favelas,2016-05-11 06:36:17
305,83134,black comedy,2018-02-17 04:04:37
318,778,based on a book,2010-02-17 20:11:50
318,778,dark comedy,2010-02-17 20:11:47
318,778,narrated,2010-02-17 20:11:43
318,4612,reciprocal spectator,2014-11-16 05:21:52
318,4708,reciprocal spectator,2014-11-16 05:21:30
318,6400,documentary,2011-09-07 02:18:56
318,30892,animation,2009-04-20 00:29:50
318,30892,documentary,2009-04-20 00:29:11
318,30892,henry darger,2009-04-20 00:29:20
318,48698,the catholic church is the most corrupt organization in history,2010-06-08 22:09:49
318,64034,childish naivity,2009-05-13 04:33:24
318,64034,friendship,2009-05-13 04:33:47
318,68954,adventure,2010-02-17 20:10:34
318,68954,bechdel test:fail,2010-02-17 20:10:41
318,68954,cartoon,2010-02-17 20:10:38
318,68954,children,2010-02-17 20:10:43
318,68954,computer animation,2010-02-17 20:10:45
318,68954,divorce,2010-02-17 20:10:56
318,68954,dogs,2010-02-17 20:10:58
318,68954,dreams,2010-02-17 20:11:02
318,68954,pixar,2010-02-17 20:11:15
318,71494,narrative pisstake,2015-03-20 00:49:01
318,81158,american idolatry,2011-03-07 07:09:14
318,82459,atmospheric,2011-03-19 05:57:43
318,82459,coen brothers,2011-03-19 05:57:57
318,82459,jeff bridges,2011-03-19 05:57:59
318,82459,matt damon,2011-03-19 05:58:00
318,82459,predictable,2011-03-19 05:56:45
